,pilot,mp,archetype,deck_uuid,place
1205,JusP2,3,Jeskai Control,b423d35c-a1c1-4fca-9c88-b2c50150ede9,1206
1206,Sam Bullard,3,Esper Pixie,c62ed956-3c04-44d7-9db4-b2d1016cb555,1207
1207,Brian Moise,3,Jeskai Control,54c3b289-e570-459a-8fda-b2d10145f0f8,1208
1208,SteR49,3,Gruul Mice,3fd75d2b-c1cc-4413-92ea-b2d10177b86e,1209
1209,Utkarsh Koshti,3,Orzhov Pixie,dd12922e-449b-4bc6-9592-b2d101384ec5,1210
1210,Oliver Jan,3,Izzet Prowess,3a7d3dae-f2ed-41df-a231-b2d100279a85,1211
1211,Adam Morse,3,Jeskai Oculus,bed988bc-0f58-46af-8540-b2d2001a744d,1212
1212,Joe Swiggum,3,Izzet Prowess,64af7659-10a3-4903-9728-b2d1005752fe,1213
1213,Elliott Groves,3,Azorius Omniscience,8ad8fcb5-260c-40f5-b524-b2d0015a6e3c,1214
1214,Ibirrell,3,Azorius Omniscience,571b88ca-7c02-4c34-8fbb-b2d100301fc8,1215
1215,Kris Ward,3,Jeskai Oculus,401081c2-08a3-4957-963b-b2d10104c32e,1216
1216,Noel Cerda,3,Izzet Prowess,73748fd9-fc8e-4300-89d8-b2d10146cabd,1217
1217,dan jessup,3,Izzet Prowess,91507104-2401-4dc8-a535-b2d10149c4bc,1218
1218,Jurrd,3,Izzet Prowess,7279c69d-f61e-4521-9565-b2d1007ad78a,1219
1219,Philips Nguyen,3,Gruul Mice,00dba520-5ca2-44fb-8f32-b2d1014c6ede,1220
1220,Calebshawn,3,Mono-White Tokens,e55bce28-da25-46c6-bc15-b2d101536285,1221
1221,Etai Kurtzman,3,Mono-Red Aggro,e7e08499-f54b-4684-a7f2-b2d1000fce68,1222
1222,Meepo,3,Izzet Prowess,3cb91a4d-2ee3-43f4-9a5e-b2d1014a882e,1223
1223,Peter Pawelski,3,Izzet Prowess,abb06e46-16da-457f-b739-b2d1010b0bcb,1224
1224,MatthewShelley240,3,Mono-Red Aggro,c2d71481-03d4-4ae6-bf1a-b2d100816fd3,1225
1225,goodwind12,3,Esper Pixie,bc95f68f-0456-49cf-8860-b2d10045fc21,1226
1226,rswipes,3,Mono-Red Aggro,cf71b4bd-4963-4a92-b646-b2d001594f3a,1227
1227,TonyLaGrassa,3,Simic Beanstalk,4783f064-2473-473e-bf02-b2d100f84ffc,1228
1228,Rudy Martinez,3,Zur Overlords,3e000225-61bc-46c3-86a2-b2d101705999,1229
1229,Mary S,3,Azorius Omniscience,c05bfac5-9c76-4c4d-967d-b2d00158f2d0,1230
1230,MJ Corey,3,Mono-Red Aggro,545eb589-3692-422c-ab15-b2d1016dfaac,1231
1231,Sean Ulmer,3,Izzet Prowess,b4cfe4c5-2fee-4b1d-98ec-b2ba00ead979,1232
1232,Daniel Lebben,3,Jeskai Convoke,d502a9af-b9e6-4c01-b471-b2d10165524a,1233
1233,Eli Hand,3,Azorius Omniscience,05c69d8a-3996-4a3c-9963-b2d1014d0a45,1234
1234,George Jabbour,3,Zur Overlords,9c648dba-09a3-4330-8e51-b2d1012115f3,1235
1235,BBlaze,3,Izzet Prowess,810d06f7-5ac5-42e6-b19c-b2d1016b4d02,1236
1236,MarkPhyrexian,3,Izzet Prowess,ecd605b9-ca13-4fa1-982c-b2d101726b4d,1237
1237,ZatchNotZach,3,Jeskai Oculus,943d39b4-ce83-4e04-8378-b2d1016f93ee,1238
1238,Kyle Smith,3,Mono-Red Aggro,6cce5088-5a49-422a-9bcc-b2d0017c09f4,1239
1239,Cody Anderson,3,Zur Overlords,cce8d394-c316-486a-bc8a-b2cd00eac492,1240
1240,Benji Leaf,3,Rakdos Reanimator,c2f71951-5dd1-4495-b944-b2ce01855bda,1241
1241,David Tian,3,Zur Overlords,07370c03-6cba-47e0-ad1a-b2d1016e45c3,1242
1242,Kyle Schwartz,3,Mono-Red Aggro,b5109670-4ed5-48b5-b43d-b2d0002fb9e9,1243
1243,Jose Deleon,3,Mono-Red Aggro,fd5bf794-6046-44a0-8c78-b2d00063818c,1244
1244,Cody Hamm,3,Rakdos Leyline,ceb50f72-cc7f-4d6d-8087-b2d101649f1a,1245
1245,Jeremy Lundin,3,Izzet Prowess,c77063b4-3504-4d0a-a489-b2d0014ba485,1246
1246,Brandon Cook,2,Jeskai Oculus,1c1c746d-f7bb-4470-926d-b2d10126e765,1247
1247,adesai91,2,Mono-Black Demons,0e6e95c1-0a9d-4a0f-bf19-b2d101451cfe,1248
1248,Clarence Dews,1,Zur Overlords,06708e96-b418-47db-9d10-b2d10124d177,1249
1249,Jack Nichols,1,Jeskai Oculus,b927e842-f143-4319-9153-b2d1016f8cec,1250
1250,jacob tano,1,Jeskai Oculus,60d43ded-d676-4326-8c0a-b2d0008ed584,1251
1251,Kristienne Harris,1,Selesnya Cage,920d31e8-aef9-4786-ad3d-b2d10058e512,1252
1252,Roman Ewing,1,Jeskai Control,8bb0941f-564e-4e05-9148-b2d10150e4c7,1253
1253,Cheech2k10,1,Jeskai Control,dd5382f2-ce78-4414-9771-b2d1006ca53c,1254
1254,Juan Del Cid,1,Golgari Beanstalk,3e2985e6-1759-4b29-98d4-b2d00054d82c,1255
1255,Ethan Kolby,1,Izzet Prowess,7cb3bd23-7bca-4630-bd5a-b2d000e4f473,1256
1256,Phillip Nicley,0,Jeskai Control,4ee53c92-98d2-47c9-96ec-b2d1005afa8f,1257
1257,Joshua Martinez,0,Izzet Prowess,932f88dc-511f-4f82-9069-b2d1012c9acd,1258
1258,Christopher Porter,0,Mono-Red Aggro,ee8e3329-476e-479a-ae77-b2d101461eea,1259
1259,Okiewan,0,Esper Pixie,c0f10002-4e1b-4f87-ab0f-b2d1002820b0,1260
1260,Chris Swafford,0,Izzet Prowess,0589cd0d-941a-4811-8cfe-b2d100fd33ff,1261
1261,Peter Gustafson,0,Sultai Dragons,30255fbf-cf97-49ac-b4d9-b2d1004d0e27,1262
1262,izeaspeer,0,Jeskai Oculus,b96ed368-2500-495e-8db6-b2d100c3a5d1,1263
1263,Quintin Myers,0,Selesnya Cage,b2e1fed4-182b-4d4a-b1e2-b2d00158b9fe,1264
1264,Shadowuni,0,Zur Overlords,30de02de-e6ef-4317-acc5-b2d1015b982f,1265
1265,Michael Boland,0,Gruul Mice,da97a6d6-dff1-4c9c-8561-b2d100056af1,1266
1266,Andres Lopez,0,Zur Overlords,8ed1388d-e507-4dfe-81f7-b2d100273bf4,1267
1267,Lucadanovi,0,Mono-Red Aggro,548352d3-c30a-47ca-ba9c-b2d1004b66b8,1268
1268,Steven Boston,0,Izzet Prowess,adb9a441-1fd2-43fa-af6b-b2d10147eb66,1269
1269,DeShawn Johnson,0,Jeskai Convoke,6619d156-3ba4-4525-9adf-b2d1001a04af,1270
1270,Jace Lutenbacher,0,Izzet Prowess,38beda65-7a81-4e62-bf05-b2d10160e245,1271
1271,Matt Baker,0,Izzet Prowess,fb015f20-0c68-479a-82ef-b2cd00ef1886,1272
1272,Kaydazz,0,Mono-Red Aggro,980cec04-c7ad-449c-acc9-b2d10015a5d4,1273
1273,Angell Heredia,0,Izzet Prowess,787eb255-5d4f-4dd6-a08f-b2d100e9fc70,1274
1274,AlexPrince19,0,Azorius Omniscience,7e09ceac-8e50-46b2-a056-b2d0003bd822,1275
1275,Brad Fallen,0,Azorius Omniscience,59f49e69-6596-49f0-b73a-b2d101612f07,1276
1276,James Spinelli,0,Sultai Control,ab61ad76-ea32-43f9-abb1-b2d100106dc4,1277
1277,Andrew Skorik,0,Mono-Black Demons,f7a6d833-a674-4815-8e41-b2d1016355ec,1278
1278,Michael Mckinney,0,Colorless Convoke,80d08d27-9870-4028-9781-b2d000ce7cbb,1279
1279,Gavin Meagher,0,Jeskai Oculus,06211962-c715-46c4-b45a-b2d10100a0d0,1280
1280,mattdiischer,0,Zur Overlords,a6a9d6df-6710-488b-a49a-b2d10029ceb3,1281
1281,Mike Hawthorne,0,Abzan Roots,890c9778-7e1c-404d-a9bf-b2d101488dd3,1282
1282,Ray611,0,Zur Overlords,00103b61-fd8c-45e9-8281-b2d1013452ab,1283
1283,NickHavens,0,Dimir Midrange,d477280f-6ec0-458f-9c5b-b2d10040018e,1284
1284,njkong,0,Mono-Black Demons,01aaac1d-4aea-41ae-af34-b2d100d8fb6c,1285
1285,AllC6,0,Boros Aggro,dda6f232-343a-4610-b71b-b2d1010d9d79,1286
1286,Brett Klyn,0,Izzet Prowess,5ac48a9a-2e16-4068-a57c-b2d1017573a2,1287
1287,ScoobertMcDuck,0,Esper Pixie,2cf6a49f-a82c-4786-8eb5-b2d0014e247f,1288
1288,Mikey  Hopkins,0,Izzet Prowess,f485fa78-72a3-461d-a6be-b2d100877faa,1289
1289,rbuono2,0,Mono-White Tokens,74062de4-a8b3-4fe3-b7ba-b2d10142ae1a,1290
1290,Justin Cavenaugh,0,Zur Overlords,4bd72553-185d-4dbc-9089-b2d100f8deac,1291
1291,Kreelo54,0,Izzet Prowess,241a5a53-1c60-4f9f-a049-b2d10157551a,1292
1292,Kevin Thomas,0,Orzhov Pixie,81eecabd-6067-4fdd-a06b-b2d10114aff3,1293
1293,Nathan Wulf,0,Jeskai Control,5582ed43-f883-4a71-9c02-b2d100e8e213,1294
1294,Estevan Hetherington,0,Jeskai Control,d0d4502d-ebf0-404c-8d7e-b2ce01687da8,1295
1295,Jeto2010,0,Mono-Black Aggro,abfffe14-7f2c-418a-a795-b2d101091d98,1296
1296,rodrigom10,0,Dimir Midrange,8f215d15-b4b6-4331-be55-b2d10024bd23,1297
1297,Nathan Kainste,0,Jeskai Oculus,2ff7410d-8955-4652-a552-b2d10172cf3f,1298
1298,Blake Nunez,0,Jeskai Oculus,b868d5a1-1d8b-402e-aa6a-b2d1015c87d5,1299
1299,Isaac Eaton,0,Azorius Control,00e9e2e7-3f8b-41f9-8890-b2ce01811fe9,1300
1300,mchipster1044,0,Zur Overlords,123637f6-a33f-4ca2-a801-b2d1015cbe0b,1301
1301,Adam Soheim,0,Izzet Prowess,6bed644e-ba79-4d10-a8e9-b2d1015542fe,1302
1302,Brian Glenn,0,Gruul Leyline,f95ca916-98b1-42bb-a283-b2ce01800168,1303
1303,Larry Coleman,0,Mono-Red Aggro,a641fc17-8403-459b-abb6-b2d1014860c1,1304
1304,Amelia Stephens,0,Jeskai Oculus,af3d0890-e3a5-4c69-859f-b2d1015631bd,1305
1305,NyG,0,Izzet Prowess,c5989344-edd0-4be5-b080-b2d1017f0eaf,1306
1306,Bretthiggins3,0,Izzet Prowess,44eaaf46-ff61-457c-b7bb-b2d100f81e29,1307
1307,stittjung,0,Orzhov Midrange,e6361084-b86c-423b-b02e-b2cf0186f2d5,1308
1308,Will Kowalczyk,0,Mono-Red Aggro,c6aa4cfc-5ad9-4d3e-a5bf-b2d100e64d3c,1309
1309,Joshua Griffith,0,Orzhov Pixie,306be71e-b8e3-4926-a835-b2d00033e8b5,1310
1310,Kaipo Nagata,0,Azorius Omniscience,7516d6f9-3916-4fae-81dd-b2d1016c3635,1311
1311,Spencerjrusso,0,Dimir Midrange,43b6a3a2-2d22-4a14-9183-b2d0005b4f7d,1312
1312,ErgoProxy,0,Izzet Prowess,c488b6a1-487f-4f00-b907-b2d101849774,1313
1313,FrogGodGamer,0,Dimir Midrange,a84bbc96-1814-4c69-a669-b2d101220746,1314
1314,MakoRutlage,0,Izzet Prowess,105ba5f9-297e-47a7-8888-b2d10120a120,1315
1315,Greg Guy,0,Gruul Mice,13674817-c6c4-4a7e-9851-b2d100f0c570,1316
1316,Nicholas Boyer,0,Selesnya Cage,f4c4e5d8-451d-4242-bd08-b2d1001b566c,1317
1317,Dalton Semler,0,Mono-Red Aggro,4df1d3de-2fcb-483c-b694-b2d1013be45f,1318
1318,Noah Walters,0,Zur Overlords,e1c9040b-a56c-4e93-8ddf-b2d100ef6f0b,1319
1319,Berclee,0,Izzet Prowess,2efb1914-0d6a-458b-af13-b2d1001a5eb8,1320
1320,djo61285,0,Azorius Control,3abfe9b0-5145-4431-a61f-b2c1002c6101,1321
1321,ronana,0,Izzet Prowess,d94b712f-5294-45d2-bc3a-b2ce01465513,1322
1322,Christopher Smith,0,Izzet Prowess,638132eb-3ab1-456a-af71-b2d1011fce60,1323
1323,Will Scott,0,Izzet Prowess,6191b634-7860-4739-8417-b2d001058ca8,1324
1324,Richard Rowan,0,Izzet Prowess,423e56a7-7510-4a83-8e2f-b2d101476eb2,1325
1325,Caleb Burke,0,Orzhov Pixie,4eb38837-74f8-4a3b-9c24-b2d1002fa414,1326
1326,Ian Flinn,0,Mono-Red Aggro,fda5057e-58a3-4adf-b175-b2cf01700e54,1327
1327,Nathan Goldberg,0,Orzhov,3a73952f-c568-47b7-9ee6-b2d100f16d79,1328
1328,Steve Wise,0,Zur Overlords,0cd8db91-a142-4321-97be-b2d10174b868,1329
1329,Jeff Pyka,0,Jeskai Oculus,0de4e130-0027-4f70-9c28-b2d1002a9def,1330
1330,Eli Cook,0,Jeskai Control,de33ed0f-4ff7-41d4-a6ad-b2d10113c34e,1331
1331,Weem0,0,Zur Overlords,16e57cd1-68de-4053-9266-b2d10167d1c7,1332
1332,"Nick ""The Honse Man"" Roller",0,Izzet Prowess,78408026-7b3d-4802-93c5-b2ce00cfeeac,1333
1333,Noah Hughes,0,Jeskai Oculus,cf82a62f-7179-48f2-ab66-b2d1012d5688,1334
1334,Miles Larson,0,Azorius Omniscience,8b63b9a3-eaff-469d-b199-b2d10154d84d,1335
1335,Dwmathena,0,Izzet Prowess,1eaf8b8f-807e-44e0-8164-b2af00424482,1336
1336,Gunner Sledgeski,0,Jeskai Oculus,58cdc1fe-2509-4925-b282-b2d0016a8af1,1337
1337,Armando Rivas,0,Zur Overlords,e96d6de8-18a0-4457-87aa-b2d1005502f5,1338
1338,Patrick Kelliher,0,Izzet Prowess,4dfdd996-d423-471c-8f82-b2d1015dd412,1339
1339,Chris Lerch,0,Jeskai Oculus,c8700ee1-eb1b-452c-bbda-b2cf01840a71,1340
1340,lcabada,0,Orzhov Pixie,ae56284f-cf13-45a9-a239-b2d000120924,1341
1341,Ferbz,0,Izzet Prowess,6d81610a-131d-45fc-b2d8-b2d100fa5437,1342
1342,Dakota Evans,0,Azorius Artifacts,2a873bb0-fe8b-4cd7-abe9-b2d0000cca01,1343
1343,A. Adams,0,Izzet Prowess,4c70e7f2-ce6c-4e00-b3e6-b2d10147ffa0,1344
1344,Aaron Barich,0,Izzet Prowess,048f9c3c-6ce9-485a-b8b3-b2d1001a1207,1345
1345,Simon Kamerow,0,Azorius Control,6e966edd-f24b-4203-bfc9-b2d1000855b0,1346
1346,Andrew Branham,0,Izzet Prowess,453a2909-3013-454a-b9ce-b2d101542376,1347
1347,Austin Snide,0,Izzet Prowess,695a9122-726d-4984-8282-b2d100fcf42d,1348
1348,Coleman Perret,0,Izzet Prowess,ee96cb49-878f-44c1-b03c-b2d101755512,1349
1349,Blake Wellenkamp,0,Mono-Red Aggro,afe4c283-2f38-4e95-86be-b2d000edcf17,1350
1350,Hope Beacom,0,Izzet Prowess,4df90972-a4ee-4a7f-9e93-b2d00055faea,1351
1351,Brian Hallahan,0,Jeskai Control,049c735d-7a97-44c2-bdb8-b2cf0030510a,1352
1352,Frank K,0,Izzet Prowess,5119a5ec-faed-4dc3-8c4a-b2d00126398f,1353
1353,Michael Pearsall,0,Azorius Artifacts,d8a921f6-1439-4a7b-8b0f-b2d1012cc62b,1354
1354,Kristen Weiss,0,Orzhov Pixie,87eb432b-2714-4333-b510-b2d1010aeb64,1355
1355,jeremiah nelson,0,Izzet Prowess,de4c3077-fc11-44bd-ad03-b2d001511f44,1356
1356,Jonathan Files,0,Gruul Aggro,707bf901-b9f4-408a-8362-b2d101119f05,1357
1357,thesilvaman,0,Mono-Red Aggro,8e2fefa8-a5ec-41bf-86d6-b2cf016b0fc0,1358
1358,Ron Barutha,0,Golgari Dragons,1617795e-3eca-4040-96b9-b2d100125873,1359
1359,TheTylerMaloney99,0,Zur Overlords,bb7ab805-3b0f-4737-a00b-b2d10143f0e1,1360
1360,Michael Bandy,0,Mono-Black Demons,e1d0f28e-fc7b-440e-a4db-b2d101160d44,1361
1361,MIchael Steele,0,Mono-Red Monument,10cef1e2-9249-4f4d-9cde-b2ce0174144b,1362
1362,Jamie Rutledge,0,Mono-Red Aggro,52105b60-eeba-4632-b353-b2cd000d1858,1363
1363,Matthew Fileccia,0,Rakdos Reanimator,723bbb1d-9f66-414c-8213-b2cf01609a95,1364
1364,HapipnessLTD,0,Mono-Black Demons,4bfab498-98ec-427d-bc9b-b2d101054d9e,1365
