,pilot,archetype,card,total,loc
20,toffeemamba,Dimir Midrange,Swamp,5,main
21,toffeemamba,Dimir Midrange,Deep-Cavern Bat,3,main
22,toffeemamba,Dimir Midrange,"Kaito, Bane of Nightmares",1,side
23,toffeemamba,Dimir Midrange,Negate,2,side
24,toffeemamba,Dimir Midrange,Three Steps Ahead,1,side
25,toffeemamba,Dimir Midrange,Faerie Mastermind,2,side
26,toffeemamba,Dimir Midrange,Duress,2,side
27,toffeemamba,Dimir Midrange,Dreams of Steel and Oil,1,side
28,toffeemamba,Dimir Midrange,Anoint with Affliction,1,side
29,toffeemamba,Dimir Midrange,Gix's Command,1,side
30,toffeemamba,Dimir Midrange,The Filigree Sylex,2,side
31,toffeemamba,Dimir Midrange,Ghost Vacuum,2,side
0,"Vasquez, Luis",Jeskai Oculus,Sheltered by Ghosts,1,main
1,"Vasquez, Luis",Jeskai Oculus,Torch the Tower,4,main
2,"Vasquez, Luis",Jeskai Oculus,Spell Pierce,2,main
3,"Vasquez, Luis",Jeskai Oculus,Proft's Eidetic Memory,4,main
4,"Vasquez, Luis",Jeskai Oculus,Tersa Lightshatter,3,main
5,"Vasquez, Luis",Jeskai Oculus,Abhorrent Oculus,4,main
6,"Vasquez, Luis",Jeskai Oculus,Fear of Missing Out,4,main
7,"Vasquez, Luis",Jeskai Oculus,Mockingbird,1,main
8,"Vasquez, Luis",Jeskai Oculus,Marauding Mako,4,main
9,"Vasquez, Luis",Jeskai Oculus,Steamcore Scholar,4,main
10,"Vasquez, Luis",Jeskai Oculus,Glacial Dragonhunt,2,main
11,"Vasquez, Luis",Jeskai Oculus,Helping Hand,4,main
12,"Vasquez, Luis",Jeskai Oculus,Recommission,1,main
13,"Vasquez, Luis",Jeskai Oculus,Spirebluff Canal,4,main
14,"Vasquez, Luis",Jeskai Oculus,Shivan Reef,4,main
15,"Vasquez, Luis",Jeskai Oculus,Seachrome Coast,4,main
16,"Vasquez, Luis",Jeskai Oculus,Inspiring Vantage,4,main
17,"Vasquez, Luis",Jeskai Oculus,Battlefield Forge,2,main
18,"Vasquez, Luis",Jeskai Oculus,Adarkar Wastes,1,main
19,"Vasquez, Luis",Jeskai Oculus,Mountain,1,main
20,"Vasquez, Luis",Jeskai Oculus,Island,1,main
21,"Vasquez, Luis",Jeskai Oculus,Restless Anchorage,1,main
22,"Vasquez, Luis",Jeskai Oculus,Sheltered by Ghosts,2,side
23,"Vasquez, Luis",Jeskai Oculus,Disdainful Stroke,2,side
24,"Vasquez, Luis",Jeskai Oculus,Exorcise,2,side
25,"Vasquez, Luis",Jeskai Oculus,Ghost Vacuum,2,side
26,"Vasquez, Luis",Jeskai Oculus,"Ral, Crackling Wit",1,side
27,"Vasquez, Luis",Jeskai Oculus,Destroy Evil,2,side
28,"Vasquez, Luis",Jeskai Oculus,High Noon,2,side
29,"Vasquez, Luis",Jeskai Oculus,Ephara's Dispersal,2,side
0,Dvanmeter17,Zur Overlords,Leyline Binding,4,main
1,Dvanmeter17,Zur Overlords,Floodfarm Verge,3,main
2,Dvanmeter17,Zur Overlords,Wastewood Verge,2,main
3,Dvanmeter17,Zur Overlords,Overlord of the Mistmoors,4,main
4,Dvanmeter17,Zur Overlords,Overlord of the Hauntwoods,4,main
5,Dvanmeter17,Zur Overlords,Lush Portico,4,main
6,Dvanmeter17,Zur Overlords,Hedge Maze,2,main
7,Dvanmeter17,Zur Overlords,Shadowy Backstreet,2,main
8,Dvanmeter17,Zur Overlords,Razorverge Thicket,2,main
9,Dvanmeter17,Zur Overlords,Hushwood Verge,4,main
10,Dvanmeter17,Zur Overlords,Analyze the Pollen,2,main
11,Dvanmeter17,Zur Overlords,Obstinate Baloth,2,main
12,Dvanmeter17,Zur Overlords,Up the Beanstalk,4,main
13,Dvanmeter17,Zur Overlords,"Zur, Eternal Schemer",4,main
14,Dvanmeter17,Zur Overlords,Swamp,1,main
15,Dvanmeter17,Zur Overlords,Island,1,main
16,Dvanmeter17,Zur Overlords,Plains,1,main
17,Dvanmeter17,Zur Overlords,Forest,1,main
18,Dvanmeter17,Zur Overlords,Ride's End,4,main
19,Dvanmeter17,Zur Overlords,Temporary Lockdown,4,main
20,Dvanmeter17,Zur Overlords,Cavern of Souls,2,main
21,Dvanmeter17,Zur Overlords,"Elspeth, Storm Slayer",1,main
22,Dvanmeter17,Zur Overlords,Day of Judgment,1,main
23,Dvanmeter17,Zur Overlords,"Atraxa, Grand Unifier",1,main
24,Dvanmeter17,Zur Overlords,"Beza, the Bounding Spring",1,side
25,Dvanmeter17,Zur Overlords,Negate,2,side
26,Dvanmeter17,Zur Overlords,High Noon,3,side
27,Dvanmeter17,Zur Overlords,Day of Judgment,1,side
28,Dvanmeter17,Zur Overlords,Split Up,2,side
29,Dvanmeter17,Zur Overlords,"Nissa, Ascended Animist",2,side
30,Dvanmeter17,Zur Overlords,Rest in Peace,2,side
31,Dvanmeter17,Zur Overlords,Heritage Reclamation,2,side
0,MaxtionHero,Abzan Pixie,Nurturing Pixie,4,main
1,MaxtionHero,Abzan Pixie,Hopeless Nightmare,4,main
2,MaxtionHero,Abzan Pixie,Sunpearl Kirin,4,main
3,MaxtionHero,Abzan Pixie,Nowhere to Run,3,main
4,MaxtionHero,Abzan Pixie,Momentum Breaker,2,main
5,MaxtionHero,Abzan Pixie,Anoint with Affliction,2,main
6,MaxtionHero,Abzan Pixie,Loran of the Third Path,2,main
7,MaxtionHero,Abzan Pixie,Grim Bauble,1,main
8,MaxtionHero,Abzan Pixie,Severance Priest,4,main
9,MaxtionHero,Abzan Pixie,Skirmish Rhino,4,main
10,MaxtionHero,Abzan Pixie,Maelstrom Pulse,1,main
11,MaxtionHero,Abzan Pixie,"Sheoldred, the Apocalypse",1,main
12,MaxtionHero,Abzan Pixie,Yathan Roadwatcher,3,main
13,MaxtionHero,Abzan Pixie,Bleachbone Verge,4,main
14,MaxtionHero,Abzan Pixie,Blooming Marsh,4,main
15,MaxtionHero,Abzan Pixie,Razorverge Thicket,3,main
16,MaxtionHero,Abzan Pixie,Concealed Courtyard,4,main
17,MaxtionHero,Abzan Pixie,Restless Prairie,1,main
18,MaxtionHero,Abzan Pixie,Restless Cottage,1,main
19,MaxtionHero,Abzan Pixie,Swamp,2,main
20,MaxtionHero,Abzan Pixie,Plains,1,main
21,MaxtionHero,Abzan Pixie,Underground Mortuary,2,main
22,MaxtionHero,Abzan Pixie,Caves of Koilos,2,main
23,MaxtionHero,Abzan Pixie,Overlord of the Balemurk,1,main
24,MaxtionHero,Abzan Pixie,Ghost Vacuum,2,side
25,MaxtionHero,Abzan Pixie,Dreams of Steel and Oil,2,side
26,MaxtionHero,Abzan Pixie,Duress,2,side
27,MaxtionHero,Abzan Pixie,Temporary Lockdown,2,side
28,MaxtionHero,Abzan Pixie,Kutzil's Flanker,2,side
29,MaxtionHero,Abzan Pixie,Wilt-Leaf Liege,2,side
30,MaxtionHero,Abzan Pixie,Unholy Annex // Ritual Chamber,2,side
31,MaxtionHero,Abzan Pixie,"Sheoldred, the Apocalypse",1,side
0,"Medina, Christopher",Mono-Red Aggro,Sunspine Lynx,2,main
1,"Medina, Christopher",Mono-Red Aggro,Mountain,17,main
2,"Medina, Christopher",Mono-Red Aggro,Screaming Nemesis,4,main
3,"Medina, Christopher",Mono-Red Aggro,Manifold Mouse,4,main
4,"Medina, Christopher",Mono-Red Aggro,Emberheart Challenger,4,main
5,"Medina, Christopher",Mono-Red Aggro,Heartfire Hero,4,main
6,"Medina, Christopher",Mono-Red Aggro,Hired Claw,4,main
7,"Medina, Christopher",Mono-Red Aggro,Tersa Lightshatter,2,main
8,"Medina, Christopher",Mono-Red Aggro,Shock,2,main
9,"Medina, Christopher",Mono-Red Aggro,Monstrous Rage,4,main
10,"Medina, Christopher",Mono-Red Aggro,Lightning Strike,4,main
11,"Medina, Christopher",Mono-Red Aggro,Burst Lightning,4,main
12,"Medina, Christopher",Mono-Red Aggro,Soulstone Sanctuary,2,main
13,"Medina, Christopher",Mono-Red Aggro,Rockface Village,3,main
14,"Medina, Christopher",Mono-Red Aggro,Ghost Vacuum,2,side
15,"Medina, Christopher",Mono-Red Aggro,Hearth Elemental // Stoke Genius,4,side
16,"Medina, Christopher",Mono-Red Aggro,Lithomantic Barrage,2,side
17,"Medina, Christopher",Mono-Red Aggro,Abrade,1,side
18,"Medina, Christopher",Mono-Red Aggro,Scorching Shot,2,side
19,"Medina, Christopher",Mono-Red Aggro,Torch the Tower,2,side
20,"Medina, Christopher",Mono-Red Aggro,Pyroclasm,2,side
0,Rottingham,Mardu Pixie,Mardu Siegebreaker,4,main
1,Rottingham,Mardu Pixie,"Elesh Norn, Mother of Machines",1,main
2,Rottingham,Mardu Pixie,Cut Down,2,main
3,Rottingham,Mardu Pixie,Nurturing Pixie,3,main
4,Rottingham,Mardu Pixie,Combat Thresher,4,main
5,Rottingham,Mardu Pixie,Go for the Throat,2,main
6,Rottingham,Mardu Pixie,Nowhere to Run,1,main
7,Rottingham,Mardu Pixie,Fear of Missing Out,2,main
8,Rottingham,Mardu Pixie,Hopeless Nightmare,3,main
9,Rottingham,Mardu Pixie,Virtue of Persistence // Locthwain Scorn,1,main
10,Rottingham,Mardu Pixie,Phyrexian Fleshgorger,4,main
11,Rottingham,Mardu Pixie,Magmatic Hellkite,2,main
12,Rottingham,Mardu Pixie,Anoint with Affliction,2,main
13,Rottingham,Mardu Pixie,Windcrag Siege,2,main
14,Rottingham,Mardu Pixie,Sheoldred // The True Scriptures,1,main
15,Rottingham,Mardu Pixie,"Elspeth, Storm Slayer",2,main
16,Rottingham,Mardu Pixie,Blazemire Verge,3,main
17,Rottingham,Mardu Pixie,Blackcleave Cliffs,1,main
18,Rottingham,Mardu Pixie,Concealed Courtyard,1,main
19,Rottingham,Mardu Pixie,Inspiring Vantage,1,main
20,Rottingham,Mardu Pixie,Battlefield Forge,1,main
21,Rottingham,Mardu Pixie,Sulfurous Springs,1,main
22,Rottingham,Mardu Pixie,Bleachbone Verge,3,main
23,Rottingham,Mardu Pixie,Caves of Koilos,2,main
24,Rottingham,Mardu Pixie,Sunbillow Verge,3,main
25,Rottingham,Mardu Pixie,Raucous Theater,1,main
26,Rottingham,Mardu Pixie,Elegant Parlor,1,main
27,Rottingham,Mardu Pixie,Shadowy Backstreet,1,main
28,Rottingham,Mardu Pixie,Mountain,1,main
29,Rottingham,Mardu Pixie,Swamp,1,main
30,Rottingham,Mardu Pixie,Plains,1,main
31,Rottingham,Mardu Pixie,Voice of Victory,2,main
32,Rottingham,Mardu Pixie,Brotherhood's End,2,side
33,Rottingham,Mardu Pixie,Nowhere to Run,1,side
34,Rottingham,Mardu Pixie,Authority of the Consuls,2,side
35,Rottingham,Mardu Pixie,Ghost Vacuum,1,side
36,Rottingham,Mardu Pixie,"Beza, the Bounding Spring",1,side
37,Rottingham,Mardu Pixie,Rest in Peace,2,side
38,Rottingham,Mardu Pixie,High Noon,2,side
39,Rottingham,Mardu Pixie,Deadly Cover-Up,2,side
40,Rottingham,Mardu Pixie,Get Lost,2,side
0,"Egan, Mike",Jeskai Control,"Beza, the Bounding Spring",3,main
1,"Egan, Mike",Jeskai Control,Marang River Regent // Coil and Catch,2,main
2,"Egan, Mike",Jeskai Control,"Shiko, Paragon of the Way",4,main
3,"Egan, Mike",Jeskai Control,Dispelling Exhale,3,main
4,"Egan, Mike",Jeskai Control,Get Lost,3,main
5,"Egan, Mike",Jeskai Control,Lightning Helix,4,main
6,"Egan, Mike",Jeskai Control,Three Steps Ahead,2,main
7,"Egan, Mike",Jeskai Control,Temporary Lockdown,4,main
8,"Egan, Mike",Jeskai Control,Jeskai Revelation,1,main
9,"Egan, Mike",Jeskai Control,Day of Judgment,1,main
10,"Egan, Mike",Jeskai Control,Split Up,1,main
11,"Egan, Mike",Jeskai Control,Stock Up,4,main
12,"Egan, Mike",Jeskai Control,Roiling Dragonstorm,1,main
13,"Egan, Mike",Jeskai Control,Abrade,1,main
14,"Egan, Mike",Jeskai Control,Cori Mountain Monastery,1,main
15,"Egan, Mike",Jeskai Control,Adarkar Wastes,1,main
16,"Egan, Mike",Jeskai Control,Elegant Parlor,2,main
17,"Egan, Mike",Jeskai Control,Meticulous Archive,4,main
18,"Egan, Mike",Jeskai Control,Thundering Falls,2,main
19,"Egan, Mike",Jeskai Control,Mountain,1,main
20,"Egan, Mike",Jeskai Control,Plains,2,main
21,"Egan, Mike",Jeskai Control,Island,2,main
22,"Egan, Mike",Jeskai Control,Fabled Passage,1,main
23,"Egan, Mike",Jeskai Control,Sunbillow Verge,3,main
24,"Egan, Mike",Jeskai Control,Riverpyre Verge,3,main
25,"Egan, Mike",Jeskai Control,Floodfarm Verge,4,main
26,"Egan, Mike",Jeskai Control,Ghost Vacuum,1,side
27,"Egan, Mike",Jeskai Control,Tishana's Tidebinder,1,side
28,"Egan, Mike",Jeskai Control,"Jace, the Perfected Mind",2,side
29,"Egan, Mike",Jeskai Control,Riverchurn Monument,1,side
30,"Egan, Mike",Jeskai Control,The Stone Brain,1,side
31,"Egan, Mike",Jeskai Control,Kutzil's Flanker,1,side
32,"Egan, Mike",Jeskai Control,Negate,2,side
33,"Egan, Mike",Jeskai Control,High Noon,2,side
34,"Egan, Mike",Jeskai Control,Authority of the Consuls,2,side
35,"Egan, Mike",Jeskai Control,Change the Equation,1,side
36,"Egan, Mike",Jeskai Control,Get Lost,1,side
0,"Eslami, Curtis",Izzet Prowess,Stormchaser's Talent,4,main
1,"Eslami, Curtis",Izzet Prowess,Opt,4,main
2,"Eslami, Curtis",Izzet Prowess,Stock Up,4,main
3,"Eslami, Curtis",Izzet Prowess,Monstrous Rage,4,main
4,"Eslami, Curtis",Izzet Prowess,Burst Lightning,3,main
5,"Eslami, Curtis",Izzet Prowess,Into the Flood Maw,3,main
6,"Eslami, Curtis",Izzet Prowess,Mountain,3,main
7,"Eslami, Curtis",Izzet Prowess,Island,5,main
8,"Eslami, Curtis",Izzet Prowess,Spirebluff Canal,4,main
9,"Eslami, Curtis",Izzet Prowess,Shivan Reef,4,main
10,"Eslami, Curtis",Izzet Prowess,Riverpyre Verge,4,main
11,"Eslami, Curtis",Izzet Prowess,Cori-Steel Cutter,4,main
12,"Eslami, Curtis",Izzet Prowess,Sleight of Hand,4,main
13,"Eslami, Curtis",Izzet Prowess,Monastery Swiftspear,4,main
14,"Eslami, Curtis",Izzet Prowess,Spell Pierce,2,main
15,"Eslami, Curtis",Izzet Prowess,Slickshot Show-Off,4,main
16,"Eslami, Curtis",Izzet Prowess,Torch the Tower,2,side
17,"Eslami, Curtis",Izzet Prowess,Ghost Vacuum,2,side
18,"Eslami, Curtis",Izzet Prowess,Drake Hatcher,2,side
19,"Eslami, Curtis",Izzet Prowess,Lithomantic Barrage,1,side
20,"Eslami, Curtis",Izzet Prowess,Fiery Annihilation,1,side
21,"Eslami, Curtis",Izzet Prowess,Spell Pierce,1,side
22,"Eslami, Curtis",Izzet Prowess,Abrade,2,side
23,"Eslami, Curtis",Izzet Prowess,Sunspine Lynx,1,side
24,"Eslami, Curtis",Izzet Prowess,"Ral, Crackling Wit",1,side
25,"Eslami, Curtis",Izzet Prowess,Obliterating Bolt,1,side
26,"Eslami, Curtis",Izzet Prowess,Disdainful Stroke,1,side
0,"Salerno, Louis",Izzet Prowess,Cori-Steel Cutter,4,main
1,"Salerno, Louis",Izzet Prowess,Island,5,main
2,"Salerno, Louis",Izzet Prowess,Opt,4,main
3,"Salerno, Louis",Izzet Prowess,Monstrous Rage,4,main
4,"Salerno, Louis",Izzet Prowess,Into the Flood Maw,3,main
5,"Salerno, Louis",Izzet Prowess,Riverpyre Verge,4,main
6,"Salerno, Louis",Izzet Prowess,Spirebluff Canal,4,main
7,"Salerno, Louis",Izzet Prowess,Slickshot Show-Off,4,main
8,"Salerno, Louis",Izzet Prowess,Spell Pierce,1,main
9,"Salerno, Louis",Izzet Prowess,Stock Up,4,main
10,"Salerno, Louis",Izzet Prowess,Stormchaser's Talent,4,main
11,"Salerno, Louis",Izzet Prowess,Mountain,2,main
12,"Salerno, Louis",Izzet Prowess,Sleight of Hand,4,main
13,"Salerno, Louis",Izzet Prowess,Monastery Swiftspear,4,main
14,"Salerno, Louis",Izzet Prowess,Shivan Reef,4,main
15,"Salerno, Louis",Izzet Prowess,Burst Lightning,3,main
16,"Salerno, Louis",Izzet Prowess,Thundering Falls,1,main
17,"Salerno, Louis",Izzet Prowess,Torch the Tower,1,main
18,"Salerno, Louis",Izzet Prowess,Spell Pierce,2,side
19,"Salerno, Louis",Izzet Prowess,"Ral, Crackling Wit",2,side
20,"Salerno, Louis",Izzet Prowess,Torch the Tower,1,side
21,"Salerno, Louis",Izzet Prowess,Ghost Vacuum,2,side
22,"Salerno, Louis",Izzet Prowess,Lithomantic Barrage,1,side
23,"Salerno, Louis",Izzet Prowess,Drake Hatcher,2,side
24,"Salerno, Louis",Izzet Prowess,Fiery Annihilation,1,side
25,"Salerno, Louis",Izzet Prowess,Abrade,1,side
26,"Salerno, Louis",Izzet Prowess,Unable to Scream,1,side
27,"Salerno, Louis",Izzet Prowess,Obliterating Bolt,1,side
28,"Salerno, Louis",Izzet Prowess,Disdainful Stroke,1,side
0,"Nguyen, Paul",Mono-White Tokens,Enduring Innocence,4,main
1,"Nguyen, Paul",Mono-White Tokens,"Beza, the Bounding Spring",4,main
2,"Nguyen, Paul",Mono-White Tokens,Overlord of the Mistmoors,2,main
3,"Nguyen, Paul",Mono-White Tokens,Authority of the Consuls,2,main
4,"Nguyen, Paul",Mono-White Tokens,Carrot Cake,4,main
5,"Nguyen, Paul",Mono-White Tokens,Get Lost,4,main
6,"Nguyen, Paul",Mono-White Tokens,High Noon,2,main
7,"Nguyen, Paul",Mono-White Tokens,Caretaker's Talent,4,main
8,"Nguyen, Paul",Mono-White Tokens,Split Up,2,main
9,"Nguyen, Paul",Mono-White Tokens,Day of Judgment,2,main
10,"Nguyen, Paul",Mono-White Tokens,"Elspeth, Storm Slayer",2,main
11,"Nguyen, Paul",Mono-White Tokens,Ride's End,3,main
12,"Nguyen, Paul",Mono-White Tokens,Demolition Field,3,main
13,"Nguyen, Paul",Mono-White Tokens,Elegant Parlor,3,main
14,"Nguyen, Paul",Mono-White Tokens,Fountainport,4,main
15,"Nguyen, Paul",Mono-White Tokens,Plains,8,main
16,"Nguyen, Paul",Mono-White Tokens,Restless Bivouac,1,main
17,"Nguyen, Paul",Mono-White Tokens,Sunbillow Verge,2,main
18,"Nguyen, Paul",Mono-White Tokens,Sunken Citadel,4,main
19,"Nguyen, Paul",Mono-White Tokens,Voice of Victory,2,side
20,"Nguyen, Paul",Mono-White Tokens,Kutzil's Flanker,2,side
21,"Nguyen, Paul",Mono-White Tokens,Wilt-Leaf Liege,2,side
22,"Nguyen, Paul",Mono-White Tokens,Authority of the Consuls,1,side
23,"Nguyen, Paul",Mono-White Tokens,Exorcise,3,side
24,"Nguyen, Paul",Mono-White Tokens,Rest in Peace,2,side
25,"Nguyen, Paul",Mono-White Tokens,Temporary Lockdown,1,side
26,"Nguyen, Paul",Mono-White Tokens,"Chandra, Spark Hunter",2,side
0,"Martinez, Justin",Azorius Omniscience,Abuelo's Awakening,4,main
1,"Martinez, Justin",Azorius Omniscience,Adarkar Wastes,3,main
2,"Martinez, Justin",Azorius Omniscience,"Beza, the Bounding Spring",1,main
3,"Martinez, Justin",Azorius Omniscience,Blast Zone,2,main
4,"Martinez, Justin",Azorius Omniscience,Confounding Riddle,2,main
5,"Martinez, Justin",Azorius Omniscience,Ephara's Dispersal,3,main
6,"Martinez, Justin",Azorius Omniscience,Fabled Passage,1,main
7,"Martinez, Justin",Azorius Omniscience,Floodfarm Verge,4,main
8,"Martinez, Justin",Azorius Omniscience,Founding the Third Path,1,main
9,"Martinez, Justin",Azorius Omniscience,Island,3,main
10,"Martinez, Justin",Azorius Omniscience,Marang River Regent // Coil and Catch,3,main
11,"Martinez, Justin",Azorius Omniscience,Meticulous Archive,4,main
12,"Martinez, Justin",Azorius Omniscience,Mistrise Village,1,main
13,"Martinez, Justin",Azorius Omniscience,Moment of Truth,4,main
14,"Martinez, Justin",Azorius Omniscience,Omniscience,4,main
15,"Martinez, Justin",Azorius Omniscience,Plains,3,main
16,"Martinez, Justin",Azorius Omniscience,Roiling Dragonstorm,4,main
17,"Martinez, Justin",Azorius Omniscience,Seachrome Coast,3,main
18,"Martinez, Justin",Azorius Omniscience,Spell Pierce,2,main
19,"Martinez, Justin",Azorius Omniscience,Stock Up,4,main
20,"Martinez, Justin",Azorius Omniscience,Temporary Lockdown,4,main
21,"Martinez, Justin",Azorius Omniscience,"Beza, the Bounding Spring",1,side
22,"Martinez, Justin",Azorius Omniscience,Change the Equation,1,side
23,"Martinez, Justin",Azorius Omniscience,Day of Judgment,2,side
24,"Martinez, Justin",Azorius Omniscience,Elspeth's Smite,2,side
25,"Martinez, Justin",Azorius Omniscience,Ephara's Dispersal,1,side
26,"Martinez, Justin",Azorius Omniscience,Grand Abolisher,2,side
27,"Martinez, Justin",Azorius Omniscience,Negate,1,side
28,"Martinez, Justin",Azorius Omniscience,Overlord of the Mistmoors,3,side
29,"Martinez, Justin",Azorius Omniscience,Soul Partition,2,side
0,"Rice, Ron",Gruul Leyline,Cacophony Scamp,4,main
1,"Rice, Ron",Gruul Leyline,Callous Sell-Sword // Burn Together,3,main
2,"Rice, Ron",Gruul Leyline,Copperline Gorge,4,main
3,"Rice, Ron",Gruul Leyline,Felonious Rage,2,main
4,"Rice, Ron",Gruul Leyline,Heartfire Hero,4,main
5,"Rice, Ron",Gruul Leyline,Karplusan Forest,4,main
6,"Rice, Ron",Gruul Leyline,Leyline of Resonance,4,main
7,"Rice, Ron",Gruul Leyline,Monastery Swiftspear,4,main
8,"Rice, Ron",Gruul Leyline,Monstrous Rage,4,main
9,"Rice, Ron",Gruul Leyline,Mountain,6,main
10,"Rice, Ron",Gruul Leyline,Questing Druid // Seek the Beast,3,main
11,"Rice, Ron",Gruul Leyline,Slickshot Show-Off,4,main
12,"Rice, Ron",Gruul Leyline,Snakeskin Veil,4,main
13,"Rice, Ron",Gruul Leyline,Temple of Abandon,2,main
14,"Rice, Ron",Gruul Leyline,Thornspire Verge,4,main
15,"Rice, Ron",Gruul Leyline,Turn Inside Out,4,main
16,"Rice, Ron",Gruul Leyline,Burst Lightning,3,side
17,"Rice, Ron",Gruul Leyline,Heritage Reclamation,1,side
18,"Rice, Ron",Gruul Leyline,Pawpatch Formation,2,side
19,"Rice, Ron",Gruul Leyline,Pawpatch Recruit,4,side
20,"Rice, Ron",Gruul Leyline,Questing Druid // Seek the Beast,1,side
21,"Rice, Ron",Gruul Leyline,Screaming Nemesis,2,side
22,"Rice, Ron",Gruul Leyline,Sunspine Lynx,2,side
0,"Bell, James",Jeskai Oculus,Abhorrent Oculus,4,main
1,"Bell, James",Jeskai Oculus,Adarkar Wastes,1,main
2,"Bell, James",Jeskai Oculus,Battlefield Forge,2,main
3,"Bell, James",Jeskai Oculus,Fear of Missing Out,4,main
4,"Bell, James",Jeskai Oculus,Glacial Dragonhunt,2,main
5,"Bell, James",Jeskai Oculus,Helping Hand,4,main
6,"Bell, James",Jeskai Oculus,Inspiring Vantage,4,main
7,"Bell, James",Jeskai Oculus,Island,1,main
8,"Bell, James",Jeskai Oculus,Marauding Mako,4,main
9,"Bell, James",Jeskai Oculus,Mountain,1,main
10,"Bell, James",Jeskai Oculus,Proft's Eidetic Memory,4,main
11,"Bell, James",Jeskai Oculus,Restless Anchorage,1,main
12,"Bell, James",Jeskai Oculus,Seachrome Coast,4,main
13,"Bell, James",Jeskai Oculus,Sheltered by Ghosts,1,main
14,"Bell, James",Jeskai Oculus,Shivan Reef,4,main
15,"Bell, James",Jeskai Oculus,Spell Pierce,2,main
16,"Bell, James",Jeskai Oculus,Spirebluff Canal,4,main
17,"Bell, James",Jeskai Oculus,Spyglass Siren,2,main
18,"Bell, James",Jeskai Oculus,Steamcore Scholar,4,main
19,"Bell, James",Jeskai Oculus,Tersa Lightshatter,2,main
20,"Bell, James",Jeskai Oculus,Torch the Tower,4,main
21,"Bell, James",Jeskai Oculus,Winternight Stories,1,main
22,"Bell, James",Jeskai Oculus,"Chandra, Spark Hunter",2,side
23,"Bell, James",Jeskai Oculus,Destroy Evil,2,side
24,"Bell, James",Jeskai Oculus,Disdainful Stroke,2,side
25,"Bell, James",Jeskai Oculus,Exorcise,1,side
26,"Bell, James",Jeskai Oculus,Ghost Vacuum,2,side
27,"Bell, James",Jeskai Oculus,High Noon,2,side
28,"Bell, James",Jeskai Oculus,Loran of the Third Path,1,side
29,"Bell, James",Jeskai Oculus,Monument to Endurance,1,side
30,"Bell, James",Jeskai Oculus,Sheltered by Ghosts,2,side
0,"Smith, Hazel",Mono-Red Aggro,Heartfire Hero,4,main
1,"Smith, Hazel",Mono-Red Aggro,Hired Claw,4,main
2,"Smith, Hazel",Mono-Red Aggro,Manifold Mouse,4,main
3,"Smith, Hazel",Mono-Red Aggro,Emberheart Challenger,4,main
4,"Smith, Hazel",Mono-Red Aggro,Monstrous Rage,4,main
5,"Smith, Hazel",Mono-Red Aggro,Screaming Nemesis,4,main
6,"Smith, Hazel",Mono-Red Aggro,Burst Lightning,4,main
7,"Smith, Hazel",Mono-Red Aggro,Tersa Lightshatter,2,main
8,"Smith, Hazel",Mono-Red Aggro,Witchstalker Frenzy,3,main
9,"Smith, Hazel",Mono-Red Aggro,Lightning Strike,2,main
10,"Smith, Hazel",Mono-Red Aggro,"Kellan, Planar Trailblazer",1,main
11,"Smith, Hazel",Mono-Red Aggro,Sunspine Lynx,1,main
12,"Smith, Hazel",Mono-Red Aggro,Rockface Village,4,main
13,"Smith, Hazel",Mono-Red Aggro,Soulstone Sanctuary,2,main
14,"Smith, Hazel",Mono-Red Aggro,Mountain,17,main
15,"Smith, Hazel",Mono-Red Aggro,Sunspine Lynx,3,side
16,"Smith, Hazel",Mono-Red Aggro,Magebane Lizard,4,side
17,"Smith, Hazel",Mono-Red Aggro,Torch the Tower,3,side
18,"Smith, Hazel",Mono-Red Aggro,Ghost Vacuum,2,side
19,"Smith, Hazel",Mono-Red Aggro,Case of the Crimson Pulse,2,side
20,"Smith, Hazel",Mono-Red Aggro,Scorching Shot,1,side
0,"Fuller, Luke",Izzet Prowess,Cori-Steel Cutter,4,main
1,"Fuller, Luke",Izzet Prowess,Into the Flood Maw,2,main
2,"Fuller, Luke",Izzet Prowess,Opt,4,main
3,"Fuller, Luke",Izzet Prowess,Monstrous Rage,4,main
4,"Fuller, Luke",Izzet Prowess,Mountain,4,main
5,"Fuller, Luke",Izzet Prowess,Monastery Swiftspear,4,main
6,"Fuller, Luke",Izzet Prowess,Island,4,main
7,"Fuller, Luke",Izzet Prowess,Sleight of Hand,4,main
8,"Fuller, Luke",Izzet Prowess,Slickshot Show-Off,2,main
9,"Fuller, Luke",Izzet Prowess,Burst Lightning,4,main
10,"Fuller, Luke",Izzet Prowess,Stock Up,4,main
11,"Fuller, Luke",Izzet Prowess,Stormchaser's Talent,4,main
12,"Fuller, Luke",Izzet Prowess,Riverpyre Verge,4,main
13,"Fuller, Luke",Izzet Prowess,Shivan Reef,4,main
14,"Fuller, Luke",Izzet Prowess,Spell Pierce,1,main
15,"Fuller, Luke",Izzet Prowess,Spirebluff Canal,4,main
16,"Fuller, Luke",Izzet Prowess,Thundering Falls,1,main
17,"Fuller, Luke",Izzet Prowess,Drake Hatcher,2,main
18,"Fuller, Luke",Izzet Prowess,Ghost Vacuum,2,side
19,"Fuller, Luke",Izzet Prowess,Sunspine Lynx,2,side
20,"Fuller, Luke",Izzet Prowess,Spell Pierce,2,side
21,"Fuller, Luke",Izzet Prowess,Torch the Tower,3,side
